Number,Measure,Preamble,Question,Options,Randomize,ReverseCoded,id,Scoring,Part1,Part2,OnePart,OnePartLatex,subscale
412,DOSPERT-EB,"For each of the following statements, please indicate THE BENEFITS you would obtain from each situation.",Investing 10% of your annual income in a new business venture.,1-No benefits at all;2;3;4-Moderate benefits;5;6;7-Great benefits,false,0,dospert-eb.18,1;2;3;4;5;6;7,1,0,1,1,Financial (I)
413,DOSPERT-EB,"For each of the following statements, please indicate THE BENEFITS you would obtain from each situation.",Taking a skydiving class.,1-No benefits at all;2;3;4-Moderate benefits;5;6;7-Great benefits,false,0,dospert-eb.19,1;2;3;4;5;6;7,1,0,1,1,Recreational
414,DOSPERT-EB,"For each of the following statements, please indicate THE BENEFITS you would obtain from each situation.",Riding a motorcycle without a helmet.,1-No benefits at all;2;3;4-Moderate benefits;5;6;7-Great benefits,false,0,dospert-eb.20,1;2;3;4;5;6;7,1,0,1,1,Health/Safety
415,DOSPERT-EB,"For each of the following statements, please indicate THE BENEFITS you would obtain from each situation.",Choosing a career that you truly enjoy over a more secure one.,1-No benefits at all;2;3;4-Moderate benefits;5;6;7-Great benefits,false,0,dospert-eb.21,1;2;3;4;5;6;7,1,0,1,1,Social
416,DOSPERT-EB,"For each of the following statements, please indicate THE BENEFITS you would obtain from each situation.",Speaking your mind about an unpopular issue in a meeting at work.,1-No benefits at all;2;3;4-Moderate benefits;5;6;7-Great benefits,false,0,dospert-eb.22,1;2;3;4;5;6;7,1,0,1,1,Social
417,DOSPERT-EB,"For each of the following statements, please indicate THE BENEFITS you would obtain from each situation.",Sunbathing without sunscreen.,1-No benefits at all;2;3;4-Moderate benefits;5;6;7-Great benefits,false,0,dospert-eb.23,1;2;3;4;5;6;7,1,0,1,1,Health/Safety
418,DOSPERT-EB,"For each of the following statements, please indicate THE BENEFITS you would obtain from each situation.",Bungee jumping off a tall bridge.,1-No benefits at all;2;3;4-Moderate benefits;5;6;7-Great benefits,false,0,dospert-eb.24,1;2;3;4;5;6;7,1,0,1,1,Recreational
419,DOSPERT-EB,"For each of the following statements, please indicate THE BENEFITS you would obtain from each situation.",Piloting a small plane.,1-No benefits at all;2;3;4-Moderate benefits;5;6;7-Great benefits,false,0,dospert-eb.25,1;2;3;4;5;6;7,1,0,1,1,Recreational
420,DOSPERT-EB,"For each of the following statements, please indicate THE BENEFITS you would obtain from each situation.",Walking home alone at night in an unsafe area of town.,1-No benefits at all;2;3;4-Moderate benefits;5;6;7-Great benefits,false,0,dospert-eb.26,1;2;3;4;5;6;7,1,0,1,1,Health/Safety
421,DOSPERT-EB,"For each of the following statements, please indicate THE BENEFITS you would obtain from each situation.",Moving to a city far away from your extended family.,1-No benefits at all;2;3;4-Moderate benefits;5;6;7-Great benefits,false,0,dospert-eb.27,1;2;3;4;5;6;7,1,0,1,1,Social
422,DOSPERT-EB,"For each of the following statements, please indicate THE BENEFITS you would obtain from each situation.",Starting a new career in your mid-thirties.,1-No benefits at all;2;3;4-Moderate benefits;5;6;7-Great benefits,false,0,dospert-eb.28,1;2;3;4;5;6;7,1,0,1,1,Social
423,DOSPERT-EB,"For each of the following statements, please indicate THE BENEFITS you would obtain from each situation.",Leaving your young children alone at home while running an errand.,1-No benefits at all;2;3;4-Moderate benefits;5;6;7-Great benefits,false,0,dospert-eb.29,1;2;3;4;5;6;7,1,0,1,1,Ethical
424,DOSPERT-EB,"For each of the following statements, please indicate THE BENEFITS you would obtain from each situation.",Not returning a wallet you found that contains $200.,1-No benefits at all;2;3;4-Moderate benefits;5;6;7-Great benefits,false,0,dospert-eb.30,1;2;3;4;5;6;7,1,0,1,1,Ethical
425,regrets,Please select the answer that best corresponds to how much you agree with each item.,"Once I make a decision, I don’t look back.",Strongly disagree; Disagree; Somewhat disagree; Neither agree or disagree; Somewhat agree; Agree; Strongly agree,false,1,reg.1,1;2;3;4;5;6;7,1,0,1,1,
426,regrets,Please select the answer that best corresponds to how much you agree with each item.,"Whenever I make a choice, I’m curious about what would have happened if I had chosen differently.",Strongly disagree; Disagree; Somewhat disagree; Neither agree or disagree; Somewhat agree; Agree; Strongly agree,false,0,reg.2,1;2;3;4;5;6;7,1,0,1,1,
427,regrets,Please select the answer that best corresponds to how much you agree with each item.,"Whenever I make a choice, I try to get information about how the other alternatives turned out.",Strongly disagree; Disagree; Somewhat disagree; Neither agree or disagree; Somewhat agree; Agree; Strongly agree,false,0,reg.3,1;2;3;4;5;6;7,1,0,1,1,
428,regrets,Please select the answer that best corresponds to how much you agree with each item.,"If I make a choice and it turns out well, I still feel like something of a failure if I find out that another choice would have turned out better.",Strongly disagree; Disagree; Somewhat disagree; Neither agree or disagree; Somewhat agree; Agree; Strongly agree,false,0,reg.4,1;2;3;4;5;6;7,1,0,1,1,
429,regrets,Please select the answer that best corresponds to how much you agree with each item.,"When I think about how I’m doing in life, I often assess opportunities I have passed up.",Strongly disagree; Disagree; Somewhat disagree; Neither agree or disagree; Somewhat agree; Agree; Strongly agree,false,0,reg.5,1;2;3;4;5;6;7,1,0,1,1,
430,life-regrets,"Think about what regrets you have in life. For each of the following questions, please indicate the degree to which you feel the specified regret. Regrets can include, but are not limited to, the examples listed in parentheses for each question.","Looking back on your life, how much do you regret the way you have handled your FINANCES? (e.g., not saving enough, investing in risky stocks, made bad purchase, etc.)",No regret;Slightly regret;Moderately regret;Strongly regret;Very strongly regret,false,0,lifreg.1,1;2;3;4;5,0,1,1,1,
431,life-regrets,"Think about what regrets you have in life. For each of the following questions, please indicate the degree to which you feel the specified regret. Regrets can include, but are not limited to, the examples listed in parentheses for each question.","Looking back on your life, how much do you regret decisions you have made about your EDUCATION? (e.g., missing opportunities, not continuing, not trying harder, etc.)",No regret;Slightly regret;Moderately regret;Strongly regret;Very strongly regret,false,0,lifreg.2,1;2;3;4;5,0,1,1,1,
432,life-regrets,"Think about what regrets you have in life. For each of the following questions, please indicate the degree to which you feel the specified regret. Regrets can include, but are not limited to, the examples listed in parentheses for each question.","Looking back on your life, how much do you regret decisions you have made that affect your FAMILY? (e.g., not spending time with them, the way you treated them, etc.)",No regret;Slightly regret;Moderately regret;Strongly regret;Very strongly regret,false,0,lifreg.3,1;2;3;4;5,0,1,1,1,
433,life-regrets,"Think about what regrets you have in life. For each of the following questions, please indicate the degree to which you feel the specified regret. Regrets can include, but are not limited to, the examples listed in parentheses for each question.","Looking back on your life, how much do you regret the way you have handled your RELATIONSHIPS other than family? (e.g., losing touch with friends, the way you treated someone, etc.)",No regret;Slightly regret;Moderately regret;Strongly regret;Very strongly regret,false,0,lifreg.4,1;2;3;4;5,0,1,1,1,
434,life-regrets,"Think about what regrets you have in life. For each of the following questions, please indicate the degree to which you feel the specified regret. Regrets can include, but are not limited to, the examples listed in parentheses for each question.","Looking back on your life, how much do you regret decisions you have made that affect your HEALTH? (e.g., not eating healthy, not exercising, being overweight, etc.)",No regret;Slightly regret;Moderately regret;Strongly regret;Very strongly regret,false,0,lifreg.5,1;2;3;4;5,0,1,1,1,
435,life-regrets,"Think about what regrets you have in life. For each of the following questions, please indicate the degree to which you feel the specified regret. Regrets can include, but are not limited to, the examples listed in parentheses for each question.","Looking back on your life, how much do you regret decisions you have made that relate to your JOB/CAREER? (e.g., pursuing ""wrong” job/career, working too much or not enough, etc.)",No regret;Slightly regret;Moderately regret;Strongly regret;Very strongly regret,false,0,lifreg.6,1;2;3;4;5,0,1,1,1,
436,life-regrets,"Think about what regrets you have in life. For each of the following questions, please indicate the degree to which you feel the specified regret. Regrets can include, but are not limited to, the examples listed in parentheses for each question.","Looking back on your life, how much do you regret the way you pursued your LEISURE? (e.g., not traveling enough, not pursuing a hobby, etc.)",No regret;Slightly regret;Moderately regret;Strongly regret;Very strongly regret,false,0,lifreg.7,1;2;3;4;5,0,1,1,1,
437,life-regrets,"Think about what regrets you have in life. For each of the following questions, please indicate the degree to which you feel the specified regret. Regrets can include, but are not limited to, the examples listed in parentheses for each question.","Looking back on your life, how much do you regret the way you have handled YOURSELF? (e.g., not being more independent, not being more spiritual, etc.)",No regret;Slightly regret;Moderately regret;Strongly regret;Very strongly regret,false,0,lifreg.8,1;2;3;4;5,0,1,1,1,
438,life-regrets,"Think about what regrets you have in life. For each of the following questions, please indicate the degree to which you feel the specified regret. Regrets can include, but are not limited to, the examples listed in parentheses for each question.","In general, how much do you regret having made wrong choices in life?",No regret;Slightly regret;Moderately regret;Strongly regret;Very strongly regret,false,0,lifreg.9,1;2;3;4;5,0,1,1,1,
439,satisfaction,Please select the answer that best corresponds to how much you agree with each item.,In most ways my life is close to my ideal.,Strongly disagree; Disagree; Somewhat disagree; Neither agree or disagree; Somewhat agree; Agree; Strongly agree,false,0,satis.1,1;2;3;4;5;6;7,1,0,1,1,
440,satisfaction,Please select the answer that best corresponds to how much you agree with each item.,The conditions of my life are excellent.,Strongly disagree; Disagree; Somewhat disagree; Neither agree or disagree; Somewhat agree; Agree; Strongly agree,false,0,satis.2,1;2;3;4;5;6;7,1,0,1,1,
441,satisfaction,Please select the answer that best corresponds to how much you agree with each item.,I am satisfied with my life.,Strongly disagree; Disagree; Somewhat disagree; Neither agree or disagree; Somewhat agree; Agree; Strongly agree,false,0,satis.3,1;2;3;4;5;6;7,1,0,1,1,
442,satisfaction,Please select the answer that best corresponds to how much you agree with each item.,"So far, I have gotten the important things I want in life.",Strongly disagree; Disagree; Somewhat disagree; Neither agree or disagree; Somewhat agree; Agree; Strongly agree,false,0,satis.4,1;2;3;4;5;6;7,1,0,1,1,
443,satisfaction,Please select the answer that best corresponds to how much you agree with each item.,"If I would live my life over, I would change almost nothing.",Strongly disagree; Disagree; Somewhat disagree; Neither agree or disagree; Somewhat agree; Agree; Strongly agree,false,0,satis.5,1;2;3;4;5;6;7,1,0,1,1,
444,ptp,Please select the answer that best corresponds to how much you agree with each item.,I set financial goals for the next few days for what I want to achieve with my money.,Strongly disagree; Disagree; Somewhat disagree; Neither agree or disagree; Somewhat agree; Agree; Strongly agree,true,0,ptp.1,1;2;3;4;5;6;7,0,1,1,1,ppmsr
445,ptp,Please select the answer that best corresponds to how much you agree with each item.,I decide beforehand how my money will be used in the next few days.,Strongly disagree; Disagree; Somewhat disagree; Neither agree or disagree; Somewhat agree; Agree; Strongly agree,true,0,ptp.2,1;2;3;4;5;6;7,0,1,1,1,ppmsr
446,ptp,Please select the answer that best corresponds to how much you agree with each item.,I actively consider the steps I need to take to stick to my budget in the next few days.,Strongly disagree; Disagree; Somewhat disagree; Neither agree or disagree; Somewhat agree; Agree; Strongly agree,true,0,ptp.3,1;2;3;4;5;6;7,0,1,1,1,ppmsr
447,ptp,Please select the answer that best corresponds to how much you agree with each item.,I consult my budget to see how much money I have left for the next few days.,Strongly disagree; Disagree; Somewhat disagree; Neither agree or disagree; Somewhat agree; Agree; Strongly agree,true,0,ptp.4,1;2;3;4;5;6;7,0,1,1,1,ppmsr
448,ptp,Please select the answer that best corresponds to how much you agree with each item.,I like to look to my budget for the next few days in order to get a better view of my spending in the future.,Strongly disagree; Disagree; Somewhat disagree; Neither agree or disagree; Somewhat agree; Agree; Strongly agree,true,0,ptp.5,1;2;3;4;5;6;7,0,1,1,1,ppmsr
449,ptp,Please select the answer that best corresponds to how much you agree with each item.,It makes me feel better to have my finances planned out in the next few days.,Strongly disagree; Disagree; Somewhat disagree; Neither agree or disagree; Somewhat agree; Agree; Strongly agree,true,0,ptp.6,1;2;3;4;5;6;7,0,1,1,1,ppmsr
450,ptp,Please select the answer that best corresponds to how much you agree with each item.,I set financial goals for the next 1-2 months for what I want to achieve with my money.,Strongly disagree; Disagree; Somewhat disagree; Neither agree or disagree; Somewhat agree; Agree; Strongly agree,true,0,ptp.7,1;2;3;4;5;6;7,0,1,1,1,ppmlr
451,ptp,Please select the answer that best corresponds to how much you agree with each item.,I decide beforehand how my money will be used in the next 1-2 months.,Strongly disagree; Disagree; Somewhat disagree; Neither agree or disagree; Somewhat agree; Agree; Strongly agree,true,0,ptp.8,1;2;3;4;5;6;7,0,1,1,1,ppmlr
452,ptp,Please select the answer that best corresponds to how much you agree with each item.,I actively consider the steps I need to take to stick to my budget in the next 1-2 months.,Strongly disagree; Disagree; Somewhat disagree; Neither agree or disagree; Somewhat agree; Agree; Strongly agree,true,0,ptp.9,1;2;3;4;5;6;7,0,1,1,1,ppmlr
453,ptp,Please select the answer that best corresponds to how much you agree with each item.,I consult my budget to see how much money I have left for the next 1-2 months.,Strongly disagree; Disagree; Somewhat disagree; Neither agree or disagree; Somewhat agree; Agree; Strongly agree,true,0,ptp.10,1;2;3;4;5;6;7,0,1,1,1,ppmlr
454,ptp,Please select the answer that best corresponds to how much you agree with each item.,I like to look to my budget for the next 1-2 months in order to get a better view of my spending in the future.,Strongly disagree; Disagree; Somewhat disagree; Neither agree or disagree; Somewhat agree; Agree; Strongly agree,true,0,ptp.11,1;2;3;4;5;6;7,0,1,1,1,ppmlr
455,ptp,Please select the answer that best corresponds to how much you agree with each item.,It makes me feel better to have my finances planned out in the next 1-2 months.,Strongly disagree; Disagree; Somewhat disagree; Neither agree or disagree; Somewhat agree; Agree; Strongly agree,true,0,ptp.12,1;2;3;4;5;6;7,0,1,1,1,ppmlr
456,ptp,Please select the answer that best corresponds to how much you agree with each item.,I set goals for the next few days for what I want to achieve with my time.,Strongly disagree; Disagree; Somewhat disagree; Neither agree or disagree; Somewhat agree; Agree; Strongly agree,true,0,ptp.13,1;2;3;4;5;6;7,0,1,1,1,pptsr
457,ptp,Please select the answer that best corresponds to how much you agree with each item.,I decide beforehand how my time will be used in the next few days.,Strongly disagree; Disagree; Somewhat disagree; Neither agree or disagree; Somewhat agree; Agree; Strongly agree,true,0,ptp.14,1;2;3;4;5;6;7,0,1,1,1,pptsr
458,ptp,Please select the answer that best corresponds to how much you agree with each item.,I actively consider the steps I need to take to stick to my time schedule the next few days.,Strongly disagree; Disagree; Somewhat disagree; Neither agree or disagree; Somewhat agree; Agree; Strongly agree,true,0,ptp.15,1;2;3;4;5;6;7,0,1,1,1,pptsr
459,ptp,Please select the answer that best corresponds to how much you agree with each item.,I consult my planner to see how much time I have left for the next few days.,Strongly disagree; Disagree; Somewhat disagree; Neither agree or disagree; Somewhat agree; Agree; Strongly agree,true,0,ptp.16,1;2;3;4;5;6;7,0,1,1,1,pptsr
460,ptp,Please select the answer that best corresponds to how much you agree with each item.,I like to look to my planner for the next few days in order to get a better view of using my time in the future.,Strongly disagree; Disagree; Somewhat disagree; Neither agree or disagree; Somewhat agree; Agree; Strongly agree,true,0,ptp.17,1;2;3;4;5;6;7,0,1,1,1,pptsr
461,ptp,Please select the answer that best corresponds to how much you agree with each item.,It makes me feel better to have my time planned out in the next few days.,Strongly disagree; Disagree; Somewhat disagree; Neither agree or disagree; Somewhat agree; Agree; Strongly agree,true,0,ptp.18,1;2;3;4;5;6;7,0,1,1,1,pptsr
462,ptp,Please select the answer that best corresponds to how much you agree with each item.,I set goals for the next 1-2 months for what I want to achieve with my time.,Strongly disagree; Disagree; Somewhat disagree; Neither agree or disagree; Somewhat agree; Agree; Strongly agree,true,0,ptp.19,1;2;3;4;5;6;7,0,1,1,1,pptlr
463,ptp,Please select the answer that best corresponds to how much you agree with each item.,I decide beforehand how my time will be used in the next 1-2 months.,Strongly disagree; Disagree; Somewhat disagree; Neither agree or disagree; Somewhat agree; Agree; Strongly agree,true,0,ptp.20,1;2;3;4;5;6;7,0,1,1,1,pptlr
464,ptp,Please select the answer that best corresponds to how much you agree with each item.,I actively consider the steps I need to take to stick to my time schedule in the next 1-2 months.,Strongly disagree; Disagree; Somewhat disagree; Neither agree or disagree; Somewhat agree; Agree; Strongly agree,true,0,ptp.21,1;2;3;4;5;6;7,0,1,1,1,pptlr
465,ptp,Please select the answer that best corresponds to how much you agree with each item.,I consult my planner to see how much time I have left for the next 1-2 months.,Strongly disagree; Disagree; Somewhat disagree; Neither agree or disagree; Somewhat agree; Agree; Strongly agree,true,0,ptp.22,1;2;3;4;5;6;7,0,1,1,1,pptlr
466,ptp,Please select the answer that best corresponds to how much you agree with each item.,I like to look to my planner for the next 1-2 months in order to get a better view of using my time in the future.,Strongly disagree; Disagree; Somewhat disagree; Neither agree or disagree; Somewhat agree; Agree; Strongly agree,true,0,ptp.23,1;2;3;4;5;6;7,0,1,1,1,pptlr
467,ptp,Please select the answer that best corresponds to how much you agree with each item.,It makes me feel better to have my time planned out in the next 1-2 months.,Strongly disagree; Disagree; Somewhat disagree; Neither agree or disagree; Somewhat agree; Agree; Strongly agree,true,0,ptp.24,1;2;3;4;5;6;7,0,1,1,1,pptlr
468,DTS,"Think of times that you feel distressed or upset. Select the item that best describes your beliefs about feeling distressed or upset. Please answer regarding your feelings of distress
'in general', that is, on the average.",Feeling distressed or upset is unbearable to me.,Strongly disagree;Mildly disagree;Agree and disagree equally;Mildly agree;Strongly Agree,false,0,dts.1,1;2;3;4;5,1,0,1,1,
469,DTS,"Think of times that you feel distressed or upset. Select the item that best describes your beliefs about feeling distressed or upset. Please answer regarding your feelings of distress
'in general', that is, on the average.","When I feel distressed or upset, all I can think about is how bad I feel.",Strongly disagree;Mildly disagree;Agree and disagree equally;Mildly agree;Strongly Agree,false,0,dts.2,1;2;3;4;5,1,0,1,1,
470,DTS,"Think of times that you feel distressed or upset. Select the item that best describes your beliefs about feeling distressed or upset. Please answer regarding your feelings of distress
'in general', that is, on the average.",I can’t handle feeling distressed or upset.,Strongly disagree;Mildly disagree;Agree and disagree equally;Mildly agree;Strongly Agree,false,0,dts.3,1;2;3;4;5,1,0,1,1,
471,DTS,"Think of times that you feel distressed or upset. Select the item that best describes your beliefs about feeling distressed or upset. Please answer regarding your feelings of distress
'in general', that is, on the average.",My feelings of distress are so intense that they completely take over.,Strongly disagree;Mildly disagree;Agree and disagree equally;Mildly agree;Strongly Agree,false,0,dts.4,1;2;3;4;5,1,0,1,1,
472,DTS,"Think of times that you feel distressed or upset. Select the item that best describes your beliefs about feeling distressed or upset. Please answer regarding your feelings of distress
'in general', that is, on the average.",There’s nothing worse than feeling distressed or upset.,Strongly disagree;Mildly disagree;Agree and disagree equally;Mildly agree;Strongly Agree,false,0,dts.5,1;2;3;4;5,1,0,1,1,
473,DTS,"Think of times that you feel distressed or upset. Select the item that best describes your beliefs about feeling distressed or upset. Please answer regarding your feelings of distress
'in general', that is, on the average.",I can tolerate being distressed or upset as well as most people.,Strongly disagree;Mildly disagree;Agree and disagree equally;Mildly agree;Strongly Agree,false,1,dts.6,1;2;3;4;5,1,0,1,1,
474,DTS,"Think of times that you feel distressed or upset. Select the item that best describes your beliefs about feeling distressed or upset. Please answer regarding your feelings of distress
'in general', that is, on the average.",My feelings of distress or being upset are not acceptable.,Strongly disagree;Mildly disagree;Agree and disagree equally;Mildly agree;Strongly Agree,false,0,dts.7,1;2;3;4;5,1,0,1,1,
475,DTS,"Think of times that you feel distressed or upset. Select the item that best describes your beliefs about feeling distressed or upset. Please answer regarding your feelings of distress
'in general', that is, on the average.",I’ll do anything to avoid feeling distressed or upset.,Strongly disagree;Mildly disagree;Agree and disagree equally;Mildly agree;Strongly Agree,false,0,dts.8,1;2;3;4;5,1,0,1,1,
476,DTS,"Think of times that you feel distressed or upset. Select the item that best describes your beliefs about feeling distressed or upset. Please answer regarding your feelings of distress
'in general', that is, on the average.",Other people seem to be able to tolerate feeling distressed or upset better than I can.,Strongly disagree;Mildly disagree;Agree and disagree equally;Mildly agree;Strongly Agree,false,0,dts.9,1;2;3;4;5,1,0,1,1,
477,DTS,"Think of times that you feel distressed or upset. Select the item that best describes your beliefs about feeling distressed or upset. Please answer regarding your feelings of distress
'in general', that is, on the average.",Being distressed or upset is always a major ordeal for me.,Strongly disagree;Mildly disagree;Agree and disagree equally;Mildly agree;Strongly Agree,false,0,dts.10,1;2;3;4;5,1,0,1,1,
478,DTS,"Think of times that you feel distressed or upset. Select the item that best describes your beliefs about feeling distressed or upset. Please answer regarding your feelings of distress
'in general', that is, on the average.",I am ashamed of myself when I feel distressed or upset.,Strongly disagree;Mildly disagree;Agree and disagree equally;Mildly agree;Strongly Agree,false,0,dts.11,1;2;3;4;5,1,0,1,1,
479,DTS,"Think of times that you feel distressed or upset. Select the item that best describes your beliefs about feeling distressed or upset. Please answer regarding your feelings of distress
'in general', that is, on the average.",My feelings of distress or being upset scare me.,Strongly disagree;Mildly disagree;Agree and disagree equally;Mildly agree;Strongly Agree,false,0,dts.12,1;2;3;4;5,1,0,1,1,
480,DTS,"Think of times that you feel distressed or upset. Select the item that best describes your beliefs about feeling distressed or upset. Please answer regarding your feelings of distress
'in general', that is, on the average.",I’ll do anything to stop feeling distressed or upset.,Strongly disagree;Mildly disagree;Agree and disagree equally;Mildly agree;Strongly Agree,false,0,dts.13,1;2;3;4;5,1,0,1,1,
481,DTS,"Think of times that you feel distressed or upset. Select the item that best describes your beliefs about feeling distressed or upset. Please answer regarding your feelings of distress
'in general', that is, on the average.","When I feel distressed or upset, I must do something about it immediately.",Strongly disagree;Mildly disagree;Agree and disagree equally;Mildly agree;Strongly Agree,false,0,dts.14,1;2;3;4;5,1,0,1,1,
482,DTS,"Think of times that you feel distressed or upset. Select the item that best describes your beliefs about feeling distressed or upset. Please answer regarding your feelings of distress
'in general', that is, on the average.","When I feel distressed or upset, I cannot help but concentrate on how bad the distress 
actually feels.",Strongly disagree;Mildly disagree;Agree and disagree equally;Mildly agree;Strongly Agree,false,0,dts.15,1;2;3;4;5,1,0,1,1,
483,FOS,"The following questions contain two statements each. First, choose the statement that describes you the best, then indicate how true the statement is for you. You can select only one response per question.",Some people like to plan things out one step at a time  BUT  Other people like to jump right into things without planning them out beforehand,First statement really true for me;First statement sort of true for me;Second statement sort of true for me;Second statement really true for me,false,1,fos.1,1;2;3;4,0,1,1,1,
484,FOS,"The following questions contain two statements each. First, choose the statement that describes you the best, then indicate how true the statement is for you. You can select only one response per question.",Some people spend very little time thinking about how things might be in the future  BUT  Other people spend a lot of time thinking about how things might be in the future,First statement really true for me;First statement sort of true for me;Second statement sort of true for me;Second statement really true for me,false,0,fos.2,1;2;3;4,0,1,1,1,
485,FOS,"The following questions contain two statements each. First, choose the statement that describes you the best, then indicate how true the statement is for you. You can select only one response per question.",Some people like to think about all of the possible good and bad things that can happen before making a decision  BUT  Other people don’t think it’s necessary to think about every little possibility before making a decision,First statement really true for me;First statement sort of true for me;Second statement sort of true for me;Second statement really true for me,false,1,fos.3,1;2;3;4,0,1,1,1,
486,FOS,"The following questions contain two statements each. First, choose the statement that describes you the best, then indicate how true the statement is for you. You can select only one response per question.",Some people usually think about the consequences before they do something  BUT  Other people just act – they don’t waste time thinking about the consequences,First statement really true for me;First statement sort of true for me;Second statement sort of true for me;Second statement really true for me,false,1,fos.4,1;2;3;4,0,1,1,1,
487,FOS,"The following questions contain two statements each. First, choose the statement that describes you the best, then indicate how true the statement is for you. You can select only one response per question.",Some people would rather be happy today than take their chances on what might happen in the future  BUT  Other people will give up their happiness now so that they can get what they want in the future,First statement really true for me;First statement sort of true for me;Second statement sort of true for me;Second statement really true for me,false,0,fos.5,1;2;3;4,0,1,1,1,
488,FOS,"The following questions contain two statements each. First, choose the statement that describes you the best, then indicate how true the statement is for you. You can select only one response per question.",Some people are always making lists of things to do  BUT  Other people find making lists of things to do a waste of time,First statement really true for me;First statement sort of true for me;Second statement sort of true for me;Second statement really true for me,false,1,fos.6,1;2;3;4,0,1,1,1,
489,FOS,"The following questions contain two statements each. First, choose the statement that describes you the best, then indicate how true the statement is for you. You can select only one response per question.",Some people make decisions and then act without making a plan  BUT  Other people usually make plans before going ahead with their decisions,First statement really true for me;First statement sort of true for me;Second statement sort of true for me;Second statement really true for me,false,0,fos.7,1;2;3;4,0,1,1,1,
490,FOS,"The following questions contain two statements each. First, choose the statement that describes you the best, then indicate how true the statement is for you. You can select only one response per question.",Some people would rather save their money for a rainy day than spend it right away on something fun  BUT  Other people would rather spend their money right away on something fun than save it for a rainy day,First statement really true for me;First statement sort of true for me;Second statement sort of true for me;Second statement really true for me,false,1,fos.8,1;2;3;4,0,1,1,1,
491,FOS,"The following questions contain two statements each. First, choose the statement that describes you the best, then indicate how true the statement is for you. You can select only one response per question.",Some people have trouble imagining how things might play out over time  BUT  Other people are usually pretty good at seeing in advance how one thing can lead to another  ,First statement really true for me;First statement sort of true for me;Second statement sort of true for me;Second statement really true for me,false,0,fos.9,1;2;3;4,0,1,1,1,
492,FOS,"The following questions contain two statements each. First, choose the statement that describes you the best, then indicate how true the statement is for you. You can select only one response per question.",Some people don’t spend much time worrying about how their decisions will affect others  BUT  Other people think a lot about how their decisions will affect others,First statement really true for me;First statement sort of true for me;Second statement sort of true for me;Second statement really true for me,false,0,fos.10,1;2;3;4,0,1,1,1,
493,FOS,"The following questions contain two statements each. First, choose the statement that describes you the best, then indicate how true the statement is for you. You can select only one response per question.",Some people often think what their life will be like 10 years from how  BUT  Other people don’t even try to imagine what their life will be like in 10 years,First statement really true for me;First statement sort of true for me;Second statement sort of true for me;Second statement really true for me,false,1,fos.11,1;2;3;4,0,1,1,1,
494,FOS,"The following questions contain two statements each. First, choose the statement that describes you the best, then indicate how true the statement is for you. You can select only one response per question.",Some people think that planning things out in advance is a waste of time  BUT  Other people think that things work out better if they are planned out in advance,First statement really true for me;First statement sort of true for me;Second statement sort of true for me;Second statement really true for me,false,0,fos.12,1;2;3;4,0,1,1,1,
495,FOS,"The following questions contain two statements each. First, choose the statement that describes you the best, then indicate how true the statement is for you. You can select only one response per question.",Some people like to take big projects and break them down into small steps before starting to work on them  BUT  Other people find that breaking projects down into small steps isn’t really necessary,First statement really true for me;First statement sort of true for me;Second statement sort of true for me;Second statement really true for me,false,1,fos.13,1;2;3;4,0,1,1,1,
496,FOS,"The following questions contain two statements each. First, choose the statement that describes you the best, then indicate how true the statement is for you. You can select only one response per question.",Some people take life one day at a time without worrying about the future  BUT  Other people are always thinking about what tomorrow will bring,First statement really true for me;First statement sort of true for me;Second statement sort of true for me;Second statement really true for me,false,0,fos.14,1;2;3;4,0,1,1,1,
497,FOS,"The following questions contain two statements each. First, choose the statement that describes you the best, then indicate how true the statement is for you. You can select only one response per question.",Some people think it’s better to run through all the possible outcomes of a decision in your mind before deciding what to do  BUT  Other people think it’s better to make up your mind without worrying about things you can’t predict,First statement really true for me;First statement sort of true for me;Second statement sort of true for me;Second statement really true for me,false,1,fos.15,1;2;3;4,0,1,1,1,
498,BIT,Please indicate your agreement or disagreement with each of the following statements using the scale below.,My life has a clear sense of purpose,Strongly Disagree; Disagree; Neither Agree nor Disagree; Agree; Strongly Agree,false,0,bit.1,1;2;3;4;5,1,0,1,1,
499,BIT,Please indicate your agreement or disagreement with each of the following statements using the scale below.,I am optimistic about my future,Strongly Disagree; Disagree; Neither Agree nor Disagree; Agree; Strongly Agree,false,0,bit.2,1;2;3;4;5,1,0,1,1,
500,BIT,Please indicate your agreement or disagreement with each of the following statements using the scale below.,My life is going well,Strongly Disagree; Disagree; Neither Agree nor Disagree; Agree; Strongly Agree,false,0,bit.3,1;2;3;4;5,1,0,1,1,
501,BIT,Please indicate your agreement or disagreement with each of the following statements using the scale below.,I feel good most of the time,Strongly Disagree; Disagree; Neither Agree nor Disagree; Agree; Strongly Agree,false,0,bit.4,1;2;3;4;5,1,0,1,1,
502,BIT,Please indicate your agreement or disagreement with each of the following statements using the scale below.,What I do in life is valuable and worthwhile,Strongly Disagree; Disagree; Neither Agree nor Disagree; Agree; Strongly Agree,false,0,bit.5,1;2;3;4;5,1,0,1,1,
503,BIT,Please indicate your agreement or disagreement with each of the following statements using the scale below.,I can succeed if I put my mind to it,Strongly Disagree; Disagree; Neither Agree nor Disagree; Agree; Strongly Agree,false,0,bit.6,1;2;3;4;5,1,0,1,1,
